gender,age,school_type,distance_from_home,parental_education,family_support,internet_access,study_hours,attendance,absences,previous_grades,sleep_hours,extracurricular,tutoring,motivation_level,performance
Male,18,Public,Moderate,College,Medium,No,3.4,88.4,7,68.9,5.9,No,No,Medium,Medium
Male,16,Public,Near,College,High,Yes,5.5,93.9,9,71.6,7.8,No,Yes,Medium,Medium
Male,18,Public,Near,College,Low,Yes,2.4,74.5,6,44.5,6.6,No,Yes,Low,Low
Male,18,Public,Moderate,College,Medium,Yes,3.5,63.7,2,71.4,6.0,Yes,Yes,Medium,Medium
Female,15,Private,Moderate,High School,Low,Yes,6.3,80.8,3,52.4,6.6,Yes,No,High,Medium
Female,18,Private,Far,College,High,Yes,10.2,70.2,6,55.8,7.3,Yes,No,Medium,Medium
Female,18,Public,Near,Postgraduate,High,Yes,6.0,67.3,11,78.8,7.1,No,No,Low,Medium
Male,16,Public,Near,College,Medium,No,3.2,71.4,8,98.2,7.5,Yes,Yes,High,Medium
Male,16,Private,Near,College,Medium,Yes,4.3,100.0,3,68.8,8.1,Yes,No,Medium,Medium
Male,15,Public,Far,None,High,No,5.1,81.6,9,55.7,8.6,Yes,Yes,Medium,Medium
Female,18,Private,Moderate,College,Medium,Yes,4.3,84.3,4,70.8,7.3,Yes,Yes,Low,Low
Male,15,Public,Moderate,College,Medium,Yes,6.8,65.3,10,82.1,5.7,Yes,No,Medium,Medium
Female,18,Private,Near,College,Medium,Yes,5.4,57.9,16,77.3,6.7,Yes,No,Medium,Low
Female,17,Public,Moderate,None,High,No,6.8,70.2,5,100.0,,No,Yes,High,Medium
Male,17,Public,Near,Postgraduate,Low,Yes,4.4,97.3,9,57.3,9.0,Yes,No,Medium,Medium
Female,15,Private,Moderate,College,High,Yes,7.7,84.0,3,71.8,9.4,Yes,Yes,Medium,Medium
Male,15,Public,Far,High School,Medium,Yes,4.7,87.2,6,91.2,7.8,Yes,Yes,High,Medium
Female,15,Public,Far,High School,Low,Yes,3.1,88.9,6,90.3,8.0,Yes,No,High,Medium
Female,16,Public,Moderate,High School,High,No,9.4,72.9,5,38.7,7.3,No,Yes,Low,Medium
Male,16,Public,Moderate,College,Medium,No,1.4,96.7,16,67.9,7.4,Yes,No,High,Medium
Male,16,Public,Far,,Low,Yes,3.5,72.4,5,90.3,5.1,No,No,Medium,Medium
Female,15,Public,Moderate,High School,Medium,Yes,3.7,96.9,8,100.0,6.9,No,No,Medium,Medium
Female,18,Public,Near,College,High,No,10.0,85.3,0,78.6,5.9,No,No,Medium,High
Male,17,Public,Moderate,High School,High,Yes,8.6,58.5,8,62.5,7.3,Yes,No,Medium,Medium
Female,15,Private,Near,High School,High,Yes,8.0,71.0,11,52.9,6.9,Yes,No,Low,Medium
Female,16,Public,Moderate,College,High,Yes,4.3,58.6,4,100.0,9.3,No,Yes,Medium,Medium
Female,16,Public,Moderate,College,Low,Yes,9.9,94.0,0,78.9,8.1,Yes,No,Medium,High
Male,15,Private,Moderate,College,Medium,Yes,5.7,79.7,6,55.3,7.3,Yes,Yes,Low,Medium
Female,15,Public,Near,High School,High,No,7.0,53.3,6,65.0,6.7,No,Yes,Medium,Medium
Female,16,Public,Near,College,Medium,Yes,5.4,84.5,9,72.7,9.0,Yes,No,High,Medium
Male,18,Public,Moderate,College,Medium,Yes,4.9,73.6,14,76.2,7.0,Yes,No,High,Medium
Male,16,Public,Far,High School,Medium,No,4.5,62.2,4,54.5,7.4,No,No,Medium,Medium
Female,16,Public,Moderate,High School,Medium,Yes,4.6,100.0,3,58.8,7.1,No,Yes,High,High
Male,15,Public,Near,High School,High,Yes,6.2,81.3,1,43.2,6.5,No,No,Medium,Medium
Female,18,Public,Far,High School,Medium,Yes,5.7,76.5,7,83.6,7.0,Yes,No,Low,Medium
Male,16,Public,Far,College,Medium,Yes,4.9,75.2,8,62.9,4.6,Yes,Yes,Medium,Medium
Male,16,Public,Near,College,High,No,8.0,61.8,4,75.0,5.1,Yes,Yes,Low,Medium
Female,17,Public,Near,High School,Medium,No,0.0,64.3,9,89.3,7.4,Yes,Yes,High,Medium
Male,15,Public,Moderate,High School,Low,Yes,6.0,95.4,8,71.3,8.9,No,No,High,Medium
Male,17,Private,Far,High School,Medium,Yes,6.4,74.3,6,66.3,7.4,Yes,Yes,Medium,Medium
Male,17,Public,Far,College,High,Yes,7.3,80.3,2,70.9,6.1,Yes,Yes,Medium,Medium
Female,16,Public,Far,High School,High,No,4.9,55.5,4,68.9,5.3,No,No,Medium,Medium
Male,15,Public,Moderate,College,High,Yes,5.4,64.2,0,86.7,7.9,No,No,Medium,Medium
Male,18,Public,Moderate,High School,High,Yes,7.0,87.3,7,72.7,6.3,No,No,High,Medium
Female,16,Public,Near,College,Medium,Yes,8.0,84.5,6,59.8,7.8,No,No,Medium,Medium
Male,18,Public,Near,Postgraduate,High,Yes,4.4,100.0,7,83.7,7.5,No,No,Low,Medium
Female,18,Private,Moderate,High School,,Yes,5.5,96.1,8,86.5,7.6,Yes,Yes,High,High
Male,15,Public,Moderate,College,Low,Yes,8.4,77.2,8,47.9,7.0,Yes,Yes,Low,Low
Female,17,Private,Moderate,Postgraduate,Low,No,0.8,85.7,6,91.0,7.5,Yes,No,High,Medium
Male,15,Public,Moderate,High School,High,Yes,3.6,76.2,6,73.5,6.9,Yes,No,Medium,Medium
Female,18,Public,Near,College,High,No,7.9,100.0,0,72.2,6.2,No,Yes,Medium,Medium
Male,16,Public,Moderate,None,High,Yes,7.2,93.8,4,83.1,5.8,Yes,No,Low,Medium
Male,18,Public,Near,College,High,Yes,6.0,82.0,6,59.5,4.1,Yes,No,Medium,Medium
Male,16,Public,Near,None,Medium,No,4.1,82.4,3,82.3,6.8,Yes,No,High,Medium
Male,16,Public,Moderate,Postgraduate,Medium,Yes,3.2,97.3,9,62.3,8.8,Yes,No,Medium,Medium
Male,15,Public,Moderate,College,Medium,No,3.8,87.0,3,45.9,7.9,No,No,High,Medium
Male,18,Private,Far,College,Low,No,8.1,98.7,7,53.0,7.3,No,No,Medium,Medium
Female,17,Private,Near,College,High,Yes,3.7,53.7,6,76.5,6.1,No,No,High,Medium
Male,18,Public,Moderate,College,Medium,Yes,5.2,85.5,9,53.8,8.2,Yes,No,High,Medium
Male,18,Public,Near,High School,Medium,Yes,3.5,73.8,10,92.2,6.9,No,No,Medium,Medium
Female,17,Public,Near,Postgraduate,Medium,Yes,6.7,100.0,9,85.8,8.9,No,No,Medium,High
Female,15,Public,Far,Postgraduate,Medium,Yes,3.9,98.6,0,88.0,,No,Yes,High,Medium
Male,18,Public,Moderate,College,Low,Yes,4.8,80.4,11,69.9,6.1,No,Yes,Low,Medium
Male,18,Public,Far,Postgraduate,Medium,Yes,1.6,98.4,12,71.9,6.0,No,No,High,Medium
Male,16,Public,Near,College,Low,Yes,1.8,100.0,4,50.1,5.2,No,Yes,Medium,Medium
Female,18,Public,Far,College,Low,Yes,5.0,80.9,7,82.9,,No,Yes,High,Medium
Female,17,Private,Near,College,High,No,2.3,100.0,2,73.7,7.1,No,Yes,Low,Medium
Male,16,Private,Far,High School,Low,Yes,9.2,79.6,0,76.5,6.1,Yes,Yes,High,High
Female,15,Private,Near,None,,Yes,0.9,77.4,3,93.3,,No,No,Medium,Medium
Female,16,Public,Near,High School,Medium,Yes,3.4,90.4,4,58.9,8.3,No,Yes,High,Medium
Female,17,Public,Moderate,College,Medium,No,5.0,75.8,5,66.1,5.0,No,Yes,Medium,Medium
Female,17,Public,Far,High School,Low,No,4.3,81.0,2,72.9,7.7,No,No,Medium,Low
Male,16,Public,Near,High School,High,Yes,2.8,96.9,3,54.0,7.0,Yes,No,High,Medium
Male,15,Public,Near,Postgraduate,High,No,3.1,80.2,6,65.2,9.5,Yes,Yes,High,Medium
Male,16,Private,Far,High School,Medium,Yes,3.0,59.7,3,75.4,8.2,Yes,Yes,High,Medium
Male,15,Public,Near,College,Medium,No,4.4,84.4,8,63.1,6.4,No,No,Medium,Low
Female,16,Public,Near,High School,High,Yes,8.9,71.6,9,87.6,6.2,Yes,Yes,Medium,Medium
Female,17,Public,Near,None,High,Yes,5.2,90.4,16,45.3,8.8,Yes,No,Medium,Medium
Male,18,Public,Near,College,High,Yes,7.4,88.4,11,84.8,5.2,No,Yes,Medium,Medium
Male,18,Public,Far,College,Low,Yes,6.0,97.7,7,77.9,,No,Yes,Low,Medium
Male,15,Public,Moderate,College,Medium,No,7.2,90.9,4,59.5,6.8,No,Yes,Medium,Medium
Female,15,Public,Moderate,High School,Medium,Yes,0.0,93.1,7,54.1,6.6,No,Yes,High,Medium
Male,15,Public,Far,College,Low,No,4.4,72.0,7,36.8,7.4,No,No,Medium,Medium
Male,17,Private,Moderate,,Medium,Yes,7.6,89.6,4,56.1,7.2,No,No,High,High
Male,16,Public,Near,High School,Medium,Yes,3.9,100.0,9,83.7,7.5,No,No,Low,Medium
Male,17,Private,Near,None,Medium,Yes,8.5,71.7,0,67.2,7.2,Yes,No,High,High
Female,18,Public,Near,High School,High,Yes,8.0,100.0,5,85.4,7.5,Yes,No,Medium,High
Female,15,Public,Near,High School,High,No,4.1,73.4,8,58.7,7.1,No,No,High,Medium
Male,16,Public,Far,High School,Medium,Yes,4.0,69.8,5,78.6,6.2,No,No,Medium,Medium
Female,18,Public,Moderate,Postgraduate,High,Yes,3.0,83.6,5,57.2,7.0,No,Yes,High,Medium
Female,18,Public,Near,High School,Low,Yes,3.7,88.6,5,53.5,6.1,Yes,Yes,Medium,Low
Female,18,Private,Moderate,High School,High,Yes,2.5,90.9,3,66.4,6.1,Yes,No,Medium,Medium
Male,17,Private,Moderate,High School,Low,No,5.9,68.5,11,58.0,6.6,No,No,Low,Low
Male,15,Public,Far,College,Low,Yes,2.1,85.2,2,44.9,6.9,Yes,No,Medium,Low
Male,18,Public,Far,None,,No,6.2,71.8,7,65.3,7.0,Yes,No,High,Medium
Female,15,Private,Moderate,Postgraduate,Medium,Yes,6.3,62.1,8,69.6,8.1,Yes,No,Low,Low
Male,17,Public,Moderate,Postgraduate,High,Yes,1.7,68.9,2,87.0,6.4,Yes,No,High,Medium
Male,18,Public,Moderate,High School,Medium,No,8.1,71.0,6,82.1,7.2,No,No,Low,Medium
Male,17,Public,Moderate,College,Medium,Yes,6.0,86.3,2,86.3,7.1,No,Yes,High,Medium
Female,17,Private,Near,None,Medium,Yes,6.5,93.8,12,78.8,6.3,No,No,High,High
Male,15,Private,Near,College,Medium,Yes,3.5,62.3,1,73.0,,No,No,Medium,Medium
Female,18,Public,Moderate,High School,Medium,Yes,6.2,84.2,3,49.6,8.2,No,No,Low,Medium
Female,17,Private,Near,High School,High,No,7.3,65.9,1,70.2,7.2,No,No,Medium,Medium
Male,18,Private,Near,High School,High,Yes,4.8,87.5,1,77.0,7.3,Yes,No,Low,Medium
Female,15,Public,Moderate,College,High,No,9.0,72.5,12,89.9,6.2,Yes,No,Medium,High
Male,17,Public,Near,High School,High,Yes,5.1,67.4,8,78.3,9.4,No,No,Medium,Medium
Female,15,Public,Moderate,High School,Medium,Yes,7.3,89.6,7,86.6,6.2,Yes,Yes,Medium,High
Male,18,Private,Moderate,College,High,Yes,5.6,73.0,3,52.5,5.0,No,No,Low,Medium
Female,18,Public,Far,College,Medium,Yes,6.2,76.2,10,63.1,8.0,Yes,Yes,Low,Medium
Female,15,Private,Moderate,Postgraduate,High,No,1.7,53.4,3,74.4,6.9,No,No,Low,Low
Female,16,Public,Near,High School,Medium,Yes,5.7,91.4,9,85.4,6.6,No,Yes,Medium,Medium
Female,17,Private,Moderate,College,High,Yes,3.5,89.9,3,65.8,6.3,Yes,No,Medium,Medium
Male,18,Public,Far,College,High,No,3.3,80.1,3,66.8,9.2,Yes,No,Low,Low
Female,18,Public,Far,High School,High,No,8.5,61.7,9,78.3,7.4,No,No,Medium,Medium
Female,17,Private,Near,College,High,Yes,4.6,94.5,9,51.1,7.7,Yes,No,High,Medium
Female,15,Private,Near,High School,High,No,3.0,72.0,8,92.1,7.2,Yes,No,Medium,Medium
Male,15,Private,Far,Postgraduate,High,Yes,4.3,74.6,2,54.8,7.3,No,Yes,High,Medium
Female,15,Public,Near,High School,Medium,Yes,2.4,100.0,4,39.2,8.7,No,Yes,Medium,Medium
Female,16,Private,Moderate,College,Medium,Yes,7.9,71.6,7,68.2,6.7,No,Yes,Low,Medium
Female,16,Public,Near,High School,Medium,Yes,3.6,88.9,3,93.5,5.3,Yes,No,Medium,Medium
Male,18,Public,Near,Postgraduate,Low,Yes,6.1,86.7,11,76.8,,Yes,Yes,Medium,Medium
Female,15,Public,Near,High School,Medium,Yes,7.7,84.7,0,79.3,7.6,Yes,No,High,Medium
Male,17,Public,Near,Postgraduate,Medium,Yes,4.0,83.4,3,68.6,7.1,Yes,Yes,Medium,Medium
Female,18,Public,Moderate,Postgraduate,Medium,No,6.1,84.5,4,65.7,7.6,Yes,No,High,High
Male,17,Private,Far,High School,High,No,2.9,83.3,0,44.8,6.6,Yes,No,Medium,Medium
Female,18,Public,Near,College,High,No,9.9,79.4,0,34.1,7.0,No,No,Medium,High
Female,16,Private,Far,Postgraduate,,Yes,6.9,98.1,9,70.9,6.8,No,Yes,Low,Medium
Male,18,Public,Near,High School,Medium,Yes,4.6,64.2,6,87.7,6.3,No,Yes,Low,Low
Female,16,Public,Moderate,High School,Medium,Yes,3.5,92.3,12,73.2,8.4,No,Yes,Medium,Medium
Male,18,Public,Near,,Medium,Yes,4.8,89.9,12,77.4,5.3,Yes,Yes,Medium,Medium
Female,15,Private,Far,High School,High,Yes,4.3,88.4,8,91.8,9.8,Yes,No,High,Medium
Female,17,Private,Moderate,None,Medium,Yes,8.9,93.4,7,72.9,8.1,No,Yes,High,High
Female,15,Private,Moderate,High School,Medium,Yes,2.5,78.9,6,66.2,4.9,No,Yes,Low,Low
Female,18,Private,Far,High School,High,Yes,5.3,57.6,0,55.7,6.7,No,No,Medium,Medium
Female,18,Public,Moderate,High School,High,Yes,5.0,79.1,0,98.3,6.8,Yes,No,Low,Medium
Male,18,Public,Far,High School,Low,Yes,4.8,68.1,6,75.9,7.5,No,Yes,Medium,Medium
Male,16,Private,Moderate,Postgraduate,High,Yes,4.8,71.2,8,53.8,5.8,Yes,Yes,High,Medium
Female,17,Public,Far,College,Medium,Yes,4.8,65.1,7,50.4,,Yes,Yes,Medium,Medium
Female,17,Public,Moderate,None,Medium,Yes,6.7,74.3,2,86.8,6.9,Yes,No,High,Medium
Female,18,Public,Near,College,Low,Yes,6.2,72.8,10,52.4,6.1,No,No,High,Medium
Female,18,Public,Moderate,College,Medium,Yes,5.8,51.5,12,95.8,5.9,Yes,No,Medium,Medium
Male,16,Public,Near,Postgraduate,Medium,Yes,0.0,88.4,10,30.0,8.1,No,Yes,Low,Low
Female,15,Public,Moderate,None,,No,5.6,100.0,10,89.3,5.0,Yes,No,Medium,Medium
Male,15,Public,Moderate,High School,High,No,1.7,87.3,4,75.3,7.6,Yes,No,Low,Medium
Female,17,Public,Moderate,Postgraduate,High,Yes,6.3,77.6,10,69.8,8.0,No,No,Medium,Medium
Male,16,Public,Near,Postgraduate,Medium,Yes,7.9,79.3,7,65.4,6.7,Yes,No,High,High
Male,18,Public,Near,College,Low,Yes,3.1,74.9,8,96.4,7.1,No,Yes,Medium,Medium
Male,17,Private,Moderate,College,High,Yes,4.5,81.1,7,78.6,8.4,Yes,Yes,High,Medium
Male,16,Public,Far,None,Low,Yes,3.8,79.6,6,54.5,6.2,No,No,High,Medium
Female,15,Public,Near,College,High,Yes,7.5,69.9,3,42.2,6.3,Yes,Yes,High,Medium
Male,16,Private,Near,High School,Medium,Yes,5.2,100.0,6,70.7,6.4,Yes,Yes,Medium,Medium
Male,15,Public,Moderate,High School,Medium,No,8.5,62.2,10,68.0,8.4,No,No,High,Medium
Male,16,Public,Moderate,College,Medium,No,5.8,88.6,4,45.2,8.6,Yes,No,Medium,Medium
Male,17,Private,Near,High School,Low,Yes,5.5,78.8,10,67.2,5.3,Yes,No,Medium,Medium
Male,15,Public,Near,College,Medium,Yes,5.1,100.0,9,59.4,8.2,No,Yes,High,Medium
Male,17,Private,Near,Postgraduate,,Yes,6.6,84.1,5,68.1,8.0,Yes,Yes,High,High
Female,17,Private,Far,High School,Medium,Yes,1.5,75.7,12,78.9,8.9,Yes,Yes,Medium,Low
Female,15,Public,Near,Postgraduate,Low,No,5.2,77.0,5,90.4,7.5,No,No,High,Medium
Female,15,Public,Near,Postgraduate,Medium,Yes,4.9,80.5,12,81.6,6.9,No,Yes,Medium,Medium
Male,18,Public,Near,College,Medium,Yes,6.5,66.3,8,57.2,8.4,Yes,No,Medium,Medium
Male,18,Public,Near,High School,,No,4.6,70.8,6,73.5,7.8,No,Yes,Low,Low
Female,18,Public,Moderate,High School,Low,No,2.9,58.6,2,68.9,9.7,No,Yes,Medium,Low
Male,17,Public,Near,,Low,No,5.0,68.9,6,48.0,8.2,Yes,No,Medium,Medium
Male,17,Public,Near,High School,Low,Yes,2.8,81.1,5,74.0,7.2,Yes,No,Low,Low
Male,18,Public,Moderate,High School,High,Yes,1.1,83.6,1,95.9,5.6,Yes,No,Medium,Medium
Male,17,Public,Near,Postgraduate,Medium,Yes,6.5,56.2,5,68.5,6.3,No,No,Low,Medium
Male,17,Public,Near,High School,,Yes,6.2,78.4,3,44.1,5.3,Yes,No,Low,Medium
Male,15,Public,Far,College,Medium,No,5.9,86.8,8,68.5,6.7,No,Yes,Medium,Medium
Female,15,Private,Moderate,None,Medium,Yes,7.6,78.0,11,49.8,8.1,No,Yes,Medium,Medium
Female,17,Public,Far,College,Medium,No,3.7,72.4,1,81.0,7.0,Yes,No,Medium,Medium
Female,18,Public,Far,Postgraduate,High,Yes,2.1,75.1,13,75.9,8.2,Yes,Yes,Medium,Medium
Female,16,Private,Moderate,High School,Medium,No,4.9,73.5,5,65.4,7.4,No,Yes,Medium,Low
Female,18,Public,Near,High School,Low,Yes,4.3,72.4,2,63.0,6.5,Yes,Yes,Low,Medium
Female,16,Public,Moderate,College,Medium,No,3.3,82.1,9,64.8,7.1,Yes,No,Medium,Medium
Female,18,Public,Far,College,Medium,Yes,4.8,100.0,4,68.1,7.6,No,Yes,High,Medium
Male,15,Public,Moderate,College,Medium,Yes,3.8,71.1,6,56.4,7.2,Yes,Yes,Low,Low
Male,17,Public,Moderate,High School,Medium,No,1.3,76.2,4,47.2,7.2,Yes,No,Medium,Low
Male,17,Public,Near,High School,Medium,Yes,4.1,79.4,3,85.1,6.1,Yes,Yes,Low,Medium
Female,15,Public,Far,Postgraduate,Medium,Yes,2.7,71.8,9,62.2,6.5,Yes,No,Medium,Low
Female,16,Private,Moderate,Postgraduate,Medium,No,5.5,93.2,5,70.5,9.7,Yes,No,Medium,Medium
Male,16,Public,Far,College,High,Yes,3.7,51.5,0,72.3,8.5,No,Yes,High,Medium
Female,16,Public,Near,College,High,Yes,7.2,73.6,8,72.8,5.2,No,No,Medium,Medium
Male,15,Private,Near,College,Medium,Yes,8.2,89.8,1,50.4,4.2,Yes,Yes,Medium,Medium
Female,16,Public,Near,High School,High,No,6.4,76.5,1,42.9,7.1,Yes,No,Medium,Medium
Male,15,Private,Moderate,High School,High,Yes,1.9,70.1,11,59.2,8.1,Yes,No,Low,Low
Male,18,Public,Near,High School,Medium,Yes,8.0,85.3,1,73.9,6.4,Yes,No,High,High
Male,18,Private,Near,College,Medium,Yes,8.2,90.9,0,57.1,,Yes,No,Medium,Medium
Male,15,Public,Far,None,High,Yes,5.0,82.5,8,62.7,7.1,Yes,Yes,Low,Low
Male,17,Private,Near,High School,Medium,Yes,7.6,70.4,5,99.9,6.8,No,No,Medium,Medium
Male,18,Private,Far,College,Low,Yes,3.9,85.5,5,40.3,7.9,Yes,Yes,Medium,Medium
Female,16,Public,Near,College,High,Yes,1.3,75.2,5,56.7,6.4,Yes,No,Low,Low
Female,15,Public,Far,College,Low,Yes,3.5,88.9,7,96.4,6.7,Yes,Yes,Medium,Medium
Male,16,Public,Moderate,Postgraduate,High,Yes,8.5,97.8,3,67.3,7.8,Yes,No,Medium,High
Female,16,Public,Far,None,High,Yes,2.0,48.7,12,57.4,7.0,No,Yes,Medium,Low
Female,17,Public,Far,College,High,Yes,5.0,81.3,0,85.5,9.3,Yes,No,Low,Medium
Male,16,Public,Near,College,Low,Yes,5.1,59.2,8,68.8,7.8,No,No,High,Medium
Male,17,Public,Near,College,Medium,Yes,4.0,100.0,9,62.8,7.8,Yes,Yes,Low,Medium
Male,18,Public,Near,High School,Medium,Yes,4.1,74.4,3,70.9,6.9,No,No,Medium,Medium
Male,15,Public,Moderate,High School,Medium,Yes,5.1,89.0,2,58.1,8.0,No,No,High,Medium
Female,16,Public,Far,Postgraduate,Low,Yes,3.9,79.6,10,52.7,6.6,Yes,Yes,Low,Low
Male,15,Public,Moderate,College,Medium,Yes,2.2,70.4,2,66.3,7.3,Yes,Yes,Low,Low
Female,16,Public,Moderate,Postgraduate,Medium,Yes,5.4,68.9,4,52.8,5.9,No,No,Low,Medium
Female,15,Public,Near,,Low,Yes,7.1,99.0,10,68.2,8.2,Yes,Yes,Low,Medium
Male,16,Public,Far,College,Medium,Yes,6.7,91.5,6,73.3,7.3,No,No,Low,Medium
Female,16,Public,Far,College,High,No,3.4,100.0,0,80.8,9.4,Yes,Yes,Medium,Medium
Male,16,Public,Near,College,High,Yes,2.5,80.7,13,84.9,9.9,Yes,Yes,Medium,Medium
Female,16,Public,Moderate,High School,High,Yes,4.4,83.5,4,61.9,7.9,Yes,No,Medium,Medium
Male,16,Private,Near,College,Medium,Yes,8.1,76.8,4,75.5,7.1,No,No,Low,Medium
Female,16,Public,Moderate,College,High,Yes,6.3,76.6,7,75.4,5.9,Yes,Yes,High,High
Female,16,Public,Moderate,High School,High,Yes,6.4,67.5,9,72.9,8.1,Yes,No,Low,Medium
Male,16,Private,Near,High School,Medium,Yes,6.8,81.0,14,60.8,7.3,No,Yes,Medium,Medium
Female,16,Private,Near,None,Low,No,5.8,70.5,0,52.6,7.6,Yes,No,Low,Medium
Female,15,Private,Near,Postgraduate,,Yes,5.2,85.3,9,75.5,9.1,Yes,No,Low,Medium
Female,17,Public,Moderate,None,Medium,Yes,6.3,82.0,9,42.4,6.0,Yes,Yes,Medium,Medium
Female,16,Public,Moderate,College,Medium,Yes,3.9,83.5,5,64.0,5.9,No,Yes,Medium,Medium
Female,17,Private,Near,High School,Medium,Yes,2.2,100.0,9,30.0,6.7,No,Yes,Medium,Low
Male,16,Public,Moderate,High School,High,Yes,6.4,79.5,10,48.0,8.0,Yes,Yes,Medium,Medium
Male,16,Public,Moderate,College,Medium,Yes,7.5,89.1,0,54.8,7.7,Yes,Yes,High,Medium
Female,15,Private,Near,None,Low,Yes,2.8,100.0,13,84.5,5.9,No,No,Medium,Medium
Male,18,Private,Near,College,High,Yes,6.6,95.7,0,78.3,7.9,No,Yes,Medium,Medium
Female,18,Private,Moderate,College,Medium,No,8.4,93.8,1,59.7,5.6,Yes,No,Low,Medium
Female,15,Private,Far,College,High,Yes,5.0,76.3,5,78.9,6.0,Yes,No,Low,Medium
Male,17,Private,Near,High School,Low,No,3.4,82.8,14,81.3,6.9,Yes,No,Medium,Low
Male,18,Public,Near,Postgraduate,High,Yes,5.2,64.2,5,65.6,6.3,No,No,Medium,Medium
Female,15,Private,Near,College,Low,Yes,3.9,86.0,6,47.2,8.1,No,Yes,Medium,Medium
Male,15,Public,Moderate,Postgraduate,Medium,No,3.8,83.3,12,64.9,7.3,Yes,No,Low,Medium
Female,18,Public,Near,College,Low,Yes,5.9,80.3,5,66.5,9.1,Yes,Yes,High,Medium
Male,17,Private,Near,College,High,No,1.8,92.3,1,49.5,6.7,Yes,No,High,Medium
Female,15,Public,Moderate,Postgraduate,High,Yes,2.1,65.5,4,73.5,6.9,Yes,Yes,Medium,Medium
Male,16,Public,Moderate,Postgraduate,Medium,Yes,5.0,99.6,11,72.2,8.5,Yes,No,High,Medium
Female,17,Public,Near,High School,High,Yes,5.0,90.8,6,74.7,6.9,No,No,High,Medium
Male,17,Private,Near,High School,Medium,Yes,5.7,79.2,14,72.2,8.8,Yes,No,High,Medium
Female,18,Public,Moderate,High School,Medium,No,8.8,78.2,9,78.9,7.6,No,Yes,Medium,Medium
Male,18,Private,Near,High School,High,No,5.2,85.8,3,65.3,4.2,Yes,Yes,High,Medium
Female,16,Public,Near,,Medium,Yes,6.2,98.3,6,71.0,8.4,No,No,Low,Medium
Female,15,Private,Far,High School,Medium,Yes,3.0,81.2,3,62.0,8.1,Yes,Yes,Medium,Medium
Male,18,Private,Near,Postgraduate,High,Yes,6.5,81.7,3,59.2,8.1,Yes,Yes,High,High
Male,18,Public,Moderate,None,High,Yes,3.9,80.2,24,88.1,4.7,No,No,High,Medium
Male,17,Public,Far,College,High,Yes,5.1,100.0,10,37.3,6.2,Yes,No,Low,Medium
Female,18,Public,Near,High School,High,Yes,4.8,75.6,9,81.2,6.3,No,Yes,High,Medium
Female,18,Private,Near,High School,Low,Yes,7.1,79.6,4,58.7,6.0,No,No,Medium,Medium
Female,18,Public,Moderate,None,High,Yes,2.4,97.6,12,56.7,9.1,Yes,No,Low,Medium
Male,18,Private,Far,High School,Medium,No,0.4,81.8,10,71.9,7.0,No,Yes,Medium,Low
Male,17,Public,Far,College,High,No,4.6,93.6,14,45.7,7.0,No,No,High,Medium
Female,16,Private,Moderate,Postgraduate,Medium,No,5.9,69.1,13,55.8,7.7,No,No,High,Medium
Male,16,Private,Near,High School,Medium,No,5.3,77.5,0,55.3,7.7,No,No,High,Medium
Female,15,Private,Moderate,College,Medium,Yes,7.5,97.8,2,64.7,4.0,Yes,Yes,Low,Medium
Male,18,Private,Near,College,,Yes,5.9,71.9,2,55.9,6.2,No,No,Low,Medium
Female,17,Public,Moderate,Postgraduate,Low,Yes,3.9,78.2,2,92.0,5.3,No,No,Low,Medium
Male,15,Public,Near,College,High,No,0.3,83.1,7,95.0,7.5,No,Yes,Low,Low
Male,15,Private,Near,College,High,No,4.5,68.1,4,37.7,6.7,No,No,Medium,Medium
Female,16,Private,Moderate,College,Low,Yes,7.1,75.0,14,76.2,7.0,Yes,Yes,Medium,Medium
Female,17,Public,Moderate,College,High,No,4.2,81.4,14,80.9,4.5,Yes,Yes,Low,Low
Female,17,Public,Near,None,Medium,Yes,5.1,80.6,6,76.1,6.6,No,Yes,High,Medium
Male,17,Public,Near,High School,Medium,Yes,5.8,95.4,14,58.1,8.3,No,Yes,Medium,Medium
Male,16,Public,Far,Postgraduate,Medium,Yes,3.0,98.5,12,64.3,8.7,Yes,No,High,Medium
Female,16,Public,Moderate,College,High,Yes,6.2,69.7,4,56.8,7.9,No,Yes,Medium,Medium
Female,16,Public,Near,College,High,Yes,8.3,81.3,0,61.7,5.4,No,No,Medium,Medium
Male,16,Private,Near,College,Medium,Yes,4.7,88.1,5,49.9,8.5,No,Yes,Medium,Medium
Male,16,Public,Near,High School,,Yes,2.7,98.2,3,66.3,7.9,No,No,Medium,Medium
Male,18,Public,Far,College,Low,Yes,4.9,88.6,7,45.5,6.9,No,No,Medium,Medium
Female,18,Public,Moderate,College,Medium,Yes,0.6,83.5,6,65.0,4.6,No,Yes,Medium,Medium
Male,17,Public,Moderate,High School,,Yes,5.7,88.0,6,49.3,8.1,No,No,High,Medium
Male,15,Private,Moderate,College,Medium,Yes,5.9,88.1,8,71.1,6.3,Yes,No,High,Medium
Male,17,Private,Near,Postgraduate,High,Yes,8.4,68.9,1,57.8,7.4,Yes,No,Medium,Medium
Male,15,Public,Far,High School,High,Yes,4.6,82.3,8,72.4,7.1,Yes,Yes,Low,Medium
Male,16,Private,Moderate,,Medium,No,5.8,97.5,4,84.2,8.8,Yes,No,High,High
